user,trd_times,total_count,B_out,C_in,out_count,in_count,cny_trx_amt,Dat_Flg3_Cd,Trx_Cod1_Cd,is_in_first_10days,is_in_middle_10days,is_in_last_10days
U2CF444,57,-8031.119999999999,39,18,123196.5,115165.38,14204.9,A,1,32,12,13
U30CD62,57,-286.57000000000784,36,21,112211.88000000002,111925.31,50000.0,A,1,17,26,14
U2F56B2,57,-4197.29,41,16,15183.51,10986.22,1800.0,A,1,10,24,23
U9CDE36,57,462.2099999999994,52,5,7804.62,8266.83,4044.05,A,1,15,15,27
UAB5E56,57,-38.010000000001135,50,7,44793.85,44755.84,30000.0,B,1,18,12,27
UED978C,57,18207.949999999968,41,16,341786.11,359994.06,300000.0,A,3,17,20,20
U4AF1D4,57,4486.960000000002,49,8,25876.59,30363.55,9436.19,B,1,17,11,29
UA952EE,57,21016.64,42,15,32287.099999999995,53303.74,38523.0,B,1,4,0,53
U208E14,57,-840.4600000000003,43,14,16397.36,15556.9,9000.0,A,1,20,5,32
U4FB4E4,57,20624.55999999995,51,6,460135.14,480759.7,456450.0,A,1,0,15,42
U2B24FE,57,-277.32000000000124,51,6,6096.120000000001,5818.799999999998,2500.0,B,1,14,13,30
U180DF8,57,734.5199999999999,50,7,25069.05,25803.57,6000.0,B,1,18,19,20
UF97EED,57,7504.549999999997,31,26,37229.16,44733.71,15000.0,A,3,21,14,22
U30D4EE,57,-30803.539999999994,48,9,81862.58,51059.04000000001,23714.72,A,1,17,20,20
UAEB413,57,8941.5,32,25,960.4,9901.9,9083.0,B,1,28,12,17
U943C45,57,-2641.4999999999995,41,16,15232.25,12590.75,2700.0,A,1,7,19,31
UF0A725,57,-837.9999999999945,30,27,117327.32,116489.32,10000.0,A,3,23,14,20
U20EFA2,57,1346.6899999999996,44,13,12869.31,14216.0,5400.0,B,1,18,26,13
U3FF518,57,-177.73999999999882,51,6,34177.78,34000.04,17000.0,B,1,2,11,44
UFB63E7,57,-48489.79,55,2,51304.79,2815.0,1415.0,B,1,5,24,28
UD40A6E,57,-8326.929999999997,55,2,14393.93,6067.0,4467.0,B,1,17,23,17
UB4DE8B,57,-5375.620000000004,28,29,33708.09,28332.47000000001,3000.0,A,2,36,1,20
U45A2BD,57,-80.40999999999963,46,11,20737.54,20657.13,6000.0,A,1,13,17,27
U4B8992,57,38048.289999999986,46,11,62282.55,100330.84,20000.0,B,1,19,12,26
U93033A,57,1464.81,41,16,3289.1600000000008,4753.97,1000.0,B,1,20,26,11
UCF3926,57,11054.299999999996,50,7,35749.210000000014,46803.51,14268.13,B,1,19,19,19
UF5F18B,57,-7965.300000000002,41,16,100267.79,92302.49,18000.0,B,1,10,4,43
U4295F2,57,17078.890000000014,37,20,807914.79,824993.6799999998,139000.0,A,1,27,2,28
U0A3710,57,-1130.5099999999975,31,26,42751.37,41620.86,7999.99,A,3,16,28,13
U2D877A,57,50393.85,40,17,20640.83,71034.68000000001,19982.0,A,1,26,19,12
UD7EBFC,57,-23870.03,52,5,33551.07,9681.04,4820.81,A,1,15,26,16
U89AA34,57,13220.659999999998,38,19,9329.92,22550.58,5200.0,B,1,22,15,20
U8F4AF2,57,-24646.06,43,14,45845.82,21199.76,7053.13,B,1,11,32,14
UD167A4,57,-607.760000000002,53,4,16808.72,16200.96,8167.98,B,1,16,18,23
U9E7632,57,-932.1700000000003,50,7,2420.130000000001,1487.96,843.16,B,1,10,19,28
U847CBF,57,-3095.6600000000226,50,7,79330.51,76234.84999999999,39811.99,B,1,19,17,21
U418EF5,57,1067.89,50,7,2932.53,4000.42,2000.0,A,1,2,18,37
U4C1E93,57,-1337.9599999999996,49,8,6395.63,5057.67,1406.09,B,1,19,12,26
UEE463C,57,495.53999999999985,42,15,18893.93999999999,19389.480000000003,10000.0,B,1,15,19,23
U2FAB24,57,-1895.3900000000006,53,4,7908.400000000002,6013.01,3500.0,B,1,27,5,25
U78F308,57,13361.140000000005,41,16,136171.3,149532.44,40000.0,A,1,20,18,19
U6BB8E3,57,-17635.899999999998,51,6,97305.8,79669.9,20000.0,B,1,29,14,14
U28E097,57,2797.2,28,29,12199.0,14996.2,3886.0,A,3,31,21,5
UDBC418,57,-11285.14,50,7,17839.03,6553.8899999999985,4614.28,B,1,22,5,30
U645744,57,-9554.999999999998,29,28,143819.38,134264.38,50000.0,A,3,18,14,25
U522106,57,-2894.0200000000004,46,11,14836.079999999998,11942.06,5500.0,B,1,4,37,16
UB47D3C,57,-209.2700000000004,38,19,21650.61,21441.34,2900.0,A,1,23,16,18
U72667F,56,22754.970000000016,34,22,129770.96,152525.93000000002,18780.0,A,1,14,7,35
U0A40AE,56,913.1199999999948,50,6,31327.32,32240.44,18337.94,A,1,20,18,18
U587952,56,867.5999999999989,52,4,7927.300000000001,8794.9,4000.0,B,1,16,20,20
UD3DB3B,56,-57.720000000000255,38,18,11065.909999999998,11008.19,2763.87,A,1,30,16,10
U48048B,56,-193.03999999999175,29,27,139340.74000000002,139147.69999999998,29808.0,A,3,12,8,36
UFACF19,56,-14981.389999999996,52,4,15141.389999999996,160.0,50.0,B,3,44,8,4
U686288,56,-27.76000000000022,48,8,13659.23,13631.47,5000.0,B,1,20,8,28
U8E2489,56,-7643.960000000003,44,12,89384.01000000002,81740.05,26971.75,A,1,30,14,12
UE2493E,56,36974.38,41,15,52800.14,89774.52,20000.0,B,1,29,16,11
U631780,56,-949.12,53,3,5527.56,4578.440000000001,4439.05,B,1,18,23,15
U7A7545,56,-2635.8099999999995,49,7,6964.53,4328.719999999998,1878.0,B,1,24,12,20
U6EB8A6,56,690.2200000000017,46,10,36513.47,37203.69,14250.0,A,1,10,34,12
U946B73,56,-46610.25999999998,47,9,153956.65999999995,107346.4,50000.0,A,1,8,36,12
UFAA34D,56,-11189.73,49,7,22948.44,11758.71,4913.62,A,1,15,23,18
UBCDB63,56,-13628.090000000002,46,10,63166.25,49538.16,13006.4,A,1,6,19,31
UD310D4,56,-60369.78000000001,53,3,60596.150000000016,226.37,126.18,B,1,9,23,24
UC00A48,56,1741.6900000000082,48,8,57941.47,59683.16,32650.0,B,1,28,9,19
U4371DF,56,-5922.669999999999,35,21,152059.94000000006,146137.27,29249.87,A,1,23,9,24
UB61A09,56,229.14999999999955,43,13,12951.38,13180.53,4144.32,B,1,18,17,21
UE5DA69,56,-6771.6399999999985,52,4,8830.76,2059.12,1000.0,A,1,9,21,26
U3DFEC9,56,857.1100000000004,36,20,20153.650000000005,21010.76,2698.0,A,3,39,4,13
UE449AF,56,-771.6800000000017,45,11,34524.990000000005,33753.31,14882.73,B,1,20,21,15
UE99D1F,56,-22259.13,51,5,70800.37999999999,48541.25000000001,30264.72,B,1,21,14,21
UF3DB39,56,-19.02000000000036,47,9,19226.18,19207.16,9703.82,B,1,14,24,18
U299735,56,177.90000000000012,53,3,3006.16,3184.0600000000004,2387.51,B,1,24,16,16
UFFCCF3,56,8474.51,46,10,29148.17,37622.68,12300.0,A,1,26,6,24
UE66E68,56,-39161.72,42,14,110170.08,71008.36,10000.0,B,3,37,3,16
U391838,56,3479.51,51,5,2132.8,5612.31,3192.0,B,1,16,20,20
U9E7E7A,56,295.0100000000002,27,29,13991.0,14286.01,1900.0,A,3,19,19,18
U11DEB9,56,18502.86,29,27,41485.25,59988.10999999999,8000.0,B,1,10,31,15
U620684,56,262.7800000000001,47,9,3306.8700000000013,3569.65,1815.26,B,1,21,15,20
UDFA405,56,351.85,53,3,3850.4,4202.25,3200.0,A,1,19,25,12
UFAEA80,56,-36936.03,52,4,52281.54999999999,15345.52,10036.0,B,1,20,19,17
UE0A854,56,1817.660000000001,42,14,25258.660000000003,27076.320000000003,6019.42,A,1,19,12,25
U99A728,56,-5245.310000000002,48,8,21109.459999999995,15864.15,6377.66,A,1,11,24,21
U9B33CE,56,-4755.5899999999965,40,16,214861.55,210105.96,40000.0,B,1,21,15,20
U25F160,56,5812.09,33,23,59443.31,65255.4,14100.0,A,1,7,17,32
UE04C90,56,1464.1100000000042,52,4,21443.28,22907.39,12988.77,B,1,18,17,21
UE61325,56,-4585.189999999998,47,9,38200.02,33614.83,7666.34,B,1,8,15,33
UC8CD10,56,-3550.050000000001,53,3,18565.50999999999,15015.46,8000.0,B,1,18,15,23
U7C775F,56,30675.29,44,12,6649.620000000001,37324.91,30000.0,B,1,25,11,20
U181B32,56,-618.6800000000062,41,15,72776.95000000001,72158.27,50000.0,A,1,16,18,22
UEC9821,56,48062.61999999999,44,12,173712.65999999995,221775.28,51940.0,A,1,13,22,21
UA00F01,56,97.03000000000023,53,3,996.3899999999996,1093.42,500.5,B,1,5,23,28
U8307A5,56,-23.860000000000586,46,10,21073.790000000005,21049.93,4050.0,A,1,21,21,14
UA684D9,56,11192.03,47,9,5942.16,17134.19,7000.0,B,1,26,14,16
U708001,56,666.0899999999992,31,25,49975.69,50641.78,7615.0,A,1,22,20,14
U8061E0,56,45488.16,40,16,84588.25999999997,130076.42,28260.32,B,1,27,8,21
UAF279E,56,-3907.75,50,6,4716.8600000000015,809.11,500.0,B,1,9,20,27
U8C672E,56,-5429.209999999999,46,10,32657.0,27227.79,4729.34,B,1,13,17,26
UB42D3F,56,-3462.300000000001,32,24,162425.69999999998,158963.4,17252.0,A,3,11,12,33
U728401,56,-7494.69,47,9,58922.13,51427.44,18587.0,B,1,17,17,22
U1B7B56,56,-716.5000000000003,46,10,16195.259999999998,15478.759999999998,5938.99,B,1,15,14,27
U996D27,56,-892.5,45,11,2063.3299999999995,1170.83,781.1,B,1,21,19,16
U44293E,56,39112.65,48,8,17582.75,56695.4,39000.0,A,1,17,17,22
U160260,56,-9531.820000000003,45,11,82092.23999999999,72560.42,25000.0,B,1,21,21,14
U270DAD,56,-4037.0,43,13,156231.44,152194.44,26800.0,B,1,6,31,19
U7DF2BA,56,401.4200000000003,33,23,11325.500000000002,11726.920000000002,3063.63,A,3,12,10,34
U42BD5C,56,5707.19000000001,27,29,451788.87,457496.06,108500.0,A,2,14,16,26
U6D4A08,56,3241.6400000000017,54,2,65274.47,68516.11,64503.99,B,1,20,32,4
UB1EC28,56,-659.0099999999984,41,15,78087.01,77428.0,10000.0,B,1,4,14,38
U3AEFB8,56,-322.98999999999864,52,4,8079.489999999998,7756.5,3999.04,B,1,7,23,26
U66A5B6,56,-4096.030000000002,42,14,12957.049999999996,8861.02,1431.0,B,1,3,29,24
UDD9446,56,-724.2400000000001,31,25,11266.75,10542.51,2000.0,A,3,30,15,11
U512368,56,-8936.75,44,12,20745.39,11808.64,2789.19,B,1,39,6,11
UFF8772,56,720.5000000000003,47,9,11954.419999999998,12674.92,7000.0,B,1,6,36,14
U9CABF9,56,-199.48999999999918,49,7,11440.659999999998,11241.17,4000.0,A,1,38,12,6
U20F416,56,1965.1900000000014,41,15,55095.74999999999,57060.94,10716.0,A,1,11,23,22
U4E1820,56,3295.7099999999987,38,18,39760.51,43056.22,5800.0,A,1,2,29,25
UACACE7,56,447.36000000000297,31,25,55443.85,55891.21000000001,9911.0,A,3,42,9,5
UBDEE00,56,3408.5899999999965,40,16,258491.54,261900.13,45866.33,A,3,26,13,17
UD6825D,56,562.0999999999995,50,6,3366.5400000000013,3928.64,2561.72,B,1,26,14,16
UF069AA,56,-30463.80000000001,49,7,30745.650000000005,281.85,109.0,B,1,22,31,3
U6D27AD,56,1161.1699999999996,48,8,7390.759999999998,8551.93,3517.48,B,1,12,26,18
U12209E,56,144914.03,50,6,24063.59,168977.62,100000.0,A,1,14,9,33
UC00380,56,-97149.94,45,11,166355.29,69205.35,16000.0,A,1,7,34,15
U245DD8,56,3022.9099999999994,37,19,2476.69,5499.600000000001,2175.7,B,1,24,21,11
UE21A65,56,-1568.4800000000007,31,25,24083.89,22515.41,1500.0,B,1,1,24,31
UE26488,56,3134.2,52,4,11235.799999999996,14370.0,6470.0,B,1,13,40,3
U3A925D,56,-7938.209999999997,34,22,165263.4,157325.18999999994,11915.4,A,1,3,10,43
U8C3D38,56,27.989999999999327,43,13,15276.159999999998,15304.15,3807.19,A,1,9,32,15
UFDAD69,56,329.1699999999999,48,8,978.4,1307.5699999999995,461.06,B,1,15,11,30
U616A02,56,-10311.719999999998,49,7,42769.140000000014,32457.42,7600.0,B,1,32,8,16
UBAB017,56,-1052.88,47,9,3990.59,2937.71,1000.0,B,1,38,18,0
U6C0B75,56,3268.71,49,7,30700.109999999993,33968.82,10000.0,A,1,22,7,27
UDCE766,56,-18032.8,49,7,62565.52000000001,44532.72,9932.72,B,1,22,17,17
U72BF7E,56,3357.300000000001,48,8,12903.289999999995,16260.59,10395.58,B,1,11,14,31
U05AC02,56,-1541.3200000000006,53,3,3188.910000000001,1647.59,1076.3,B,1,19,18,19
UD05672,56,66.42000000000007,48,8,2464.51,2530.93,1000.0,A,1,26,4,26
UDC1283,56,-943.5399999999936,38,18,166091.01,165147.47,60000.0,A,1,10,16,30
UB38CF5,56,-895.9399999999972,52,4,27536.94,26641.0,23000.0,B,1,14,18,24
U776BB5,56,-3.840000000000885,47,9,6700.4000000000015,6696.56,4434.0,A,1,26,2,28
UDD4CE3,56,39752.01,47,9,25029.09,64781.1,46500.0,B,1,9,14,33
UC0F58A,56,25051.58000000001,46,10,9322.32,34373.9,9500.0,B,1,14,25,17
U162522,56,-3946.74,54,2,7046.740000000002,3100.0,1600.0,B,1,29,13,14
U0ADFB3,56,-23726.24000000002,49,7,78456.55,54730.31,24924.94,B,1,9,18,29
U1F25C6,56,-1171.32,51,5,3897.820000000001,2726.5,2209.92,B,1,22,20,14
UE2442C,56,-17385.0,54,2,27004.05,9619.05,9577.0,B,1,11,19,26
U174D64,56,832.739999999998,30,26,170977.26,171810.0,28000.0,B,1,15,14,27
U3717E3,56,4314.579999999999,28,28,16720.18,21034.76,5124.44,A,2,10,27,19
U535E7B,56,526.6799999999994,53,3,6505.37,7032.05,4780.88,B,1,22,19,15
UB371EF,56,5711.850000000005,39,17,37182.54,42894.39,10288.69,A,1,20,25,11
U2DF937,56,-2026.5,50,6,3463.44,1436.9400000000005,1000.0,B,1,29,22,5
U5A81FA,56,-7007.96,35,21,33940.73,26932.77,2296.0,B,3,4,24,28
U429BC3,56,173747.66999999998,27,29,48366.4,222114.07,151929.0,B,3,11,30,15
UB7F98B,56,-4517.6799999999985,47,9,50569.6,46051.92,13423.01,B,1,12,12,32
U240CE8,56,-3377.029999999997,53,3,33534.070000000014,30157.04,17648.0,B,1,13,14,29
U3CCEF0,56,-4412.25,44,12,46927.23,42514.98,14766.25,A,1,22,16,18
UD0029B,56,-1796.8899999999992,32,24,20830.950000000004,19034.06,3938.0,A,3,18,29,9
UC1DDD5,56,-429.2599999999973,47,9,25381.500000000004,24952.24,9000.0,A,1,12,24,20
U1B0841,56,9576.289999999997,27,29,163493.34,173069.63000000006,10000.0,A,1,9,24,23
UAE75D2,56,344.08000000000015,30,26,29514.44,29858.52,10074.87,A,3,16,21,19
UD4E886,56,-91532.7,42,14,162417.93,70885.23000000001,29244.88,B,1,11,22,23
U5E65D3,56,3035.4399999999987,49,7,5094.1399999999985,8129.58,2100.0,B,1,15,21,20
U1B2ABE,56,-307.0300000000003,48,8,6753.04,6446.01,2387.21,B,1,14,15,27
U88FDAB,56,7439.639999999997,51,5,2152.330000000001,9591.97,7908.03,B,1,9,16,31
U908F86,56,4908.7900000000045,44,12,43964.19,48872.98,16000.0,A,1,13,8,35
U9800F0,56,-2266.19,42,14,20485.29,18219.1,11680.32,B,1,13,21,22
UFD0E92,56,2715.28,47,9,21352.50000000001,24067.78000000001,19847.88,B,1,17,23,16
UB973F5,56,16918.0,39,17,64907.34,81825.34,11200.0,B,1,14,24,18
U545C7F,55,870.0200000000003,49,6,31256.63,32126.65,10135.8,B,1,17,20,18
U645168,55,173.40000000000006,43,12,7707.73,7881.13,2866.0,A,1,28,8,19
U9AF383,55,-3669.5599999999986,50,5,14738.569999999994,11069.01,5897.0,B,1,9,24,22
U137D88,55,5695.870000000003,39,16,2237.9700000000007,7933.84,2870.0,A,1,5,13,37
UB24F50,55,-490171.04,47,8,681318.36,191147.32,100000.0,B,1,23,12,20
U0B2C6D,55,3242.34,47,8,14942.72,18185.06,6942.59,B,1,20,14,21
U8B536A,55,2594.7999999999984,48,7,13844.04,16438.84,4300.0,B,3,7,28,20
U19408D,55,43668.82,34,21,37148.86,80817.68,25549.85,A,3,23,13,19
U15D13E,55,-1815.49,43,12,12868.75,11053.26,2000.0,B,1,19,21,15
U95C406,55,4767.5499999999965,49,6,43178.58,47946.13000000001,25000.0,B,1,16,19,20
U4D2F97,55,76678.34000000001,45,10,124906.42,201584.76,100000.0,A,1,9,17,29
U3B02C0,55,1122.9999999999975,35,20,92238.92,93361.92,14600.0,B,1,27,8,20
U894990,55,-178.77000000000137,43,12,22261.07,22082.3,5200.0,A,1,18,28,9
U8007D7,55,1183.8499999999995,35,20,88387.34999999998,89571.2,8000.0,B,1,16,11,28
U0C4689,55,882.4599999999988,47,8,13975.829999999998,14858.29,2838.0,B,1,9,22,24
U568F41,55,-796.939999999999,42,13,31796.94,31000.0,4000.0,B,1,4,38,13
UD73E48,55,-4779.280000000002,47,8,20226.849999999995,15447.570000000003,10000.0,A,1,19,17,19
UE9135B,55,1195.1500000000015,44,11,72779.0,73974.15,20000.0,A,1,19,14,22
U5F9DF6,55,-21081.690000000006,49,6,42456.2,21374.51,7687.44,B,1,16,13,26
U8C49AB,55,17470.629999999994,42,13,20085.18,37555.81,10000.0,A,1,25,13,17
U0EFA98,55,-2171.700000000002,50,5,99846.76,97675.06,50000.0,B,1,9,15,31
U9E31E3,55,86.25999999999979,48,7,8678.54,8764.800000000001,2948.39,A,1,18,5,32
UAA7AEB,55,-4431.6100000000015,45,10,7277.919999999999,2846.31,996.9,B,1,7,32,16
UA61777,55,960.9499999999983,36,19,59153.42999999999,60114.37999999999,12000.0,B,1,11,29,15
UC36639,55,-4152.96,52,3,19182.96,15030.0,10000.0,B,1,26,8,21
UAB27A0,55,2694.7900000000022,50,5,13005.21,15700.0,7000.0,B,1,22,0,33
UC42760,55,-2254.03,48,7,4627.03,2373.0,1000.0,B,1,9,27,19
UC41858,55,-13590.4,51,4,19195.22,5604.82,2652.0,B,1,13,23,19
UB1B8CD,55,-2775.8600000000056,39,16,48173.66999999999,45397.81,15000.0,A,1,16,19,20
U47F50F,55,-10.0,31,24,90010.0,90000.0,6000.0,B,1,2,11,42
UD2AF0D,55,-1370.0800000000004,46,9,3952.2500000000014,2582.17,1433.0,B,1,24,18,13
UB1B095,55,-7489.0,30,25,23729.0,16240.0,1200.0,B,1,1,36,18
UADD6D9,55,402.69000000000005,50,5,865.6000000000001,1268.29,1000.0,B,1,1,32,22
UE490C0,55,81067.35000000003,42,13,6709.83,87777.18,20000.0,A,1,22,13,20
U4CA6A8,55,1548.0999999999995,48,7,5501.530000000002,7049.629999999999,2123.0,A,1,23,14,18
U861A43,55,-4768.670000000002,41,14,23367.73,18599.06,4700.0,A,1,16,13,26
U07392D,55,-4246.98,30,25,23146.98000000001,18900.0,3000.0,B,1,3,49,3
UFA96BC,55,-4.749999999999988,53,2,59.90000000000004,55.15,30.9,B,1,15,23,17
UCE96E3,55,-661.9799999999975,47,8,50596.5,49934.52,21400.0,B,1,16,16,23
UEA3905,55,-761.8499999999984,36,19,48887.45,48125.6,12850.0,A,1,25,3,27
U273EA4,55,6032.9000000000015,43,12,60929.6,66962.50000000001,36882.12,A,1,20,16,19
UED7089,55,187.5599999999995,46,9,17932.239999999998,18119.8,7000.0,A,1,12,21,22
UEF3785,55,-659.6799999999996,51,4,15916.449999999993,15256.77,5000.0,B,3,8,8,39
U69BAD0,55,-5486.82,42,13,117597.48,112110.66,36029.0,B,1,17,10,28
U9E9E1D,55,-9658.899999999996,50,5,27037.19,17378.29,12105.58,B,1,16,9,30
U0D7F01,55,-7852.43,43,12,76795.53000000001,68943.09999999999,24906.0,B,1,11,14,30
UC716F6,55,-515.3299999999998,40,15,7602.3,7086.969999999998,2000.0,A,1,24,21,10
U705299,55,-2912.88,47,8,4668.9299999999985,1756.0500000000004,1039.42,B,1,12,30,13
UDF5719,55,-1605.29,49,6,5482.1500000000015,3876.86,1826.28,B,1,14,28,13
U1A77D5,55,-11199.74,44,11,32568.84,21369.099999999995,5000.0,B,1,11,31,13
U48F727,55,188.7300000000001,42,13,10183.739999999996,10372.47,3200.0,A,1,17,36,2
U7866D2,55,-11285.06,43,12,19485.78,8200.720000000001,3145.05,A,1,13,24,18
UCEA179,55,-7008.799999999997,42,13,47967.91000000001,40959.11,20100.0,B,1,14,24,17
U1C5904,55,10284.57,45,10,15771.570000000003,26056.14,10739.77,A,1,24,7,24
U456B1E,55,180.6099999999994,52,3,4377.830000000001,4558.440000000001,2606.71,B,1,22,13,20
U8E955C,55,-15213.69,48,7,31815.689999999995,16602.0,5000.0,B,1,21,21,13
U394400,55,7492.120000000003,50,5,10397.98,17890.100000000002,13297.54,B,1,35,10,10
U3D8684,55,337.45000000000414,39,16,21297.19,21634.64,9900.0,B,1,24,6,25
U75B99E,55,447.1399999999994,44,11,9924.55,10371.69,2915.24,B,1,16,11,28
U50A4B0,55,-1972.9400000000005,53,2,7424.39,5451.45,4498.45,B,1,8,10,37
UA4661D,55,6939.4500000000235,25,30,312536.50999999995,319475.96,210000.0,A,2,14,19,22
UD2DDDD,55,-6239.16,53,2,12438.32,6199.16,5000.0,B,1,20,16,19
U52B62E,55,-8518.050000000001,39,16,47855.01,39336.96,10000.0,A,1,28,10,17
U0BDECF,55,-645.9899999999997,30,25,10869.03,10223.04,2000.0,A,3,15,10,30
UE12FD7,55,1390.2099999999994,47,8,2723.17,4113.38,2770.2,B,1,32,3,20
U491291,55,-1207.7299999999996,46,9,40918.38,39710.65,13600.0,B,1,14,16,25
U30C6C6,55,9.129999999999963,52,3,907.66,916.79,455.05,B,1,20,21,14
U53607D,55,-4.547473508864641e-13,31,24,42283.19,42283.18999999999,3068.46,A,1,53,2,0
UB7FCA2,55,-449.52999999999963,52,3,2822.36,2372.83,1602.91,B,1,11,17,27
U2B5E7B,55,-2267.23,53,2,4467.23,2200.0,1200.0,B,1,15,14,26
UC8C45F,55,-33584.639999999985,43,12,222273.37999999995,188688.74,31292.25,A,1,11,12,32
U357807,55,-2547.52,43,12,20326.570000000003,17779.050000000007,5000.0,B,1,26,9,20
U37C1C1,55,-31933.949999999993,48,7,79582.29000000001,47648.34,25000.0,B,1,23,13,19
UBD70AC,55,-10168.060000000003,47,8,49200.8,39032.74,16842.28,A,1,13,27,15
UF98C00,55,86491.06999999999,35,20,43982.3,130473.36999999998,30000.0,B,1,11,24,20
UF74714,55,2000.8500000000006,47,8,11049.299999999996,13050.15,4001.0,A,1,14,25,16
UD3583B,55,641.9000000000002,48,7,1665.38,2307.28,1506.77,B,1,15,13,27
UDAC76C,55,2901.820000000001,43,12,37003.7,39905.52,8981.85,A,1,14,28,13
U3B60B5,55,32084.369999999995,26,29,96558.03,128642.4,14500.0,B,1,12,22,21
U58FE37,55,52366.43999999999,46,9,61639.69000000003,114006.13,26650.0,B,1,17,19,19
UE19FC6,55,669.7799999999875,39,16,69430.43,70100.20999999999,12500.0,A,1,8,28,19
U2861DE,55,-2611.349999999993,41,14,758561.66,755950.31,200000.0,A,1,25,11,19
UDEECEE,55,14662.680000000002,36,19,30120.0,44782.68,10000.0,A,3,13,18,24
UF57E94,55,194.54999999999916,50,5,7493.700000000003,7688.25,3720.0,A,1,16,12,27
U84E985,55,58325.81000000001,35,20,621254.5800000001,679580.39,500000.0,A,1,15,19,21
U20643E,55,9649.690000000006,21,34,162229.66,171879.35,30000.0,A,3,24,16,15
UD1EF0C,55,-1839.4700000000007,38,17,81126.36999999997,79286.9,20072.49,A,1,26,13,16
U25D8F4,55,-1532.869999999999,35,20,71696.27,70163.4,20000.0,A,1,2,21,32
UCFCF0B,55,-2488.49,48,7,9348.490000000003,6860.0,3200.0,B,1,13,24,18
UC4BD67,55,14323.22,46,9,34065.72,48388.94,28479.11,B,1,25,13,17
U56D2D2,55,75527.20000000001,38,17,111231.82,186759.02,50000.0,A,1,21,15,19
U2B6E22,55,2705.25,33,22,13032.44,15737.69,2850.0,A,3,29,13,13
U182D13,55,1437.7399999999998,36,19,85147.66,86585.4,20101.69,B,1,2,36,17
UCF156E,55,-2109.71,49,6,4770.47,2660.76,2086.32,B,1,23,21,11
U18BA8E,55,0.0,29,26,79000.0,79000.0,4000.0,B,1,0,5,50
U7828BF,55,1022.4,47,8,7957.669999999999,8980.07,4500.0,B,1,0,16,39
U2FA864,55,-1091.9,52,3,4093.2,3001.3,1500.0,A,1,9,36,10
UCABE11,55,230.82000000000042,46,9,1392.4599999999994,1623.28,800.0,B,1,17,5,33
UD5388B,55,-13.659999999999966,44,11,2720.9099999999994,2707.25,1006.94,A,1,14,27,14
UF86269,55,2604.71,49,6,3939.29,6544.0,3400.0,B,1,9,28,18
U34018B,55,2365.03,43,12,42924.34,45289.37,12947.43,A,1,28,19,8
U7B06A0,55,-79.02999999999975,49,6,7407.37,7328.34,4815.6,A,1,7,37,11
U4EED19,55,-211.43999999999912,42,13,35016.44,34805.0,8113.0,A,3,12,29,14
U4024D7,55,515.039999999999,52,3,8339.960000000001,8855.0,4370.0,B,1,39,9,7
U2CADB0,55,5471.000000000002,38,17,139013.59,144484.59,16000.0,B,3,29,0,26
U7B7470,55,318313.86000000004,40,15,116350.23,434664.09,182034.9,B,1,44,6,5
U71F579,55,-1477.38,51,4,6677.440000000001,5200.06,2600.0,B,1,12,15,28
U3087E5,55,4405.440000000001,45,10,2061.4299999999994,6466.870000000001,2700.0,B,1,12,28,15
U6988E5,55,19534.58999999999,37,18,57962.549999999974,77497.13999999997,23308.64,B,1,17,20,18
U260D82,55,2734.580000000001,41,14,4165.82,6900.4,2000.0,A,1,21,18,16
U2A965F,55,577.9399999999919,33,22,310873.21000000014,311451.15,100000.0,A,1,11,17,27
U5CDB38,55,73.7799999999999,46,9,9212.79,9286.57,2822.0,A,1,9,18,28
UD79EFB,55,-2466.980000000003,45,10,75541.71,73074.73000000001,23000.0,B,1,20,22,13
UDA0B3D,55,-2467.2799999999993,32,23,134718.72,132251.44,10100.0,A,1,19,30,6
U014103,55,-416.0800000000006,33,22,22315.51,21899.43,3635.31,A,1,15,17,23
U299ACC,55,-916.7000000000003,52,3,6416.700000000002,5500.0,2700.0,B,1,11,16,28
U36ED98,55,-117604.29999999994,38,17,274565.0000000001,156960.69999999998,34047.6,B,1,9,17,29
U7DBCD0,55,361.58000000000015,48,7,3405.71,3767.29,2679.9,B,1,15,17,23
UBDCF39,55,407.63000000000017,30,25,15906.56,16314.19,4000.0,A,2,24,18,13
U5076B6,55,288.869999999998,46,9,16667.33,16956.2,5224.84,B,1,33,14,8
UFF7714,55,-4242.949999999998,45,10,40560.16,36317.21,4928.97,A,1,10,23,22
UD719A5,55,-167.0700000000005,38,17,26135.52,25968.45,5000.0,A,1,14,15,26
U705475,55,1097.9299999999996,49,6,10319.98,11417.910000000002,8896.0,A,1,12,26,17
UE720D7,55,-15159.82,52,3,28059.82000000001,12900.0,7400.0,B,3,46,7,2
UDE78E9,55,1857.3900000000006,52,3,5817.5999999999985,7674.99,5494.17,B,1,22,14,19
U1FD9AE,55,-14859.92,35,20,96501.30999999998,81641.39000000001,32000.0,A,1,11,24,20
U8F4E82,55,-14469.11,44,11,28055.109999999993,13586.0,2500.0,A,1,33,7,15
U47A908,55,-1582.35,29,26,22888.550000000007,21306.200000000004,2000.0,B,1,4,34,17
U6AD0D2,55,-1043.6400000000003,50,5,6739.1399999999985,5695.5,3638.45,B,1,19,12,24
U8137DF,55,-2148.7999999999993,48,7,14817.8,12669.0,10000.0,B,1,15,25,15
U6B641C,55,527.6600000000002,37,18,6288.97,6816.630000000001,1205.96,B,1,15,23,17
